"Name","Rating","Rating Deviation","Volatility"
"Ace Turner",1559.4809851,373.503389402,0.0599987410037
"dramasama",1274.07629181,1070.12550215,0.0599990610619
"puffn'stuff",1537.28794627,830.119462336,0.0599969960472
"Juggleguy",2225.20521961,171.763253837,0.0600083472735
"jono",2010.02819,774.476235907,0.0600009607739
"tib",1199.38639889,1097.74075053,0.0600006291017
"coupkeydatrooph",1652.68185417,876.728649452,0.0599968278762
"Hunt",1656.02451836,242.667422887,0.0599988360262
"Papyrus",1083.30636082,320.151377409,0.0599960526964
"Mister Donut",1477.79951166,272.174847623,0.059997637941
"b12.2nutsack",1239.40764851,901.643013276,0.0599994308931
"Scorpiator",1367.46670561,343.77394432,0.0599848924418
"d++",1295.38930789,840.587441953,0.0599992003794
"Jayrodd",941.851659286,554.663039088,0.0599942137906
"kuyashizashi",1533.78415143,881.434018054,0.0599969022712
"b8.1beach",1802.35845352,879.996891839,0.0599969291604
"rob",1293.3485284,921.896968318,0.059994454179
"a4.1toadster",1216.4579863,902.427897255,0.0599995818098
"warlockdon",1903.46344971,786.996611013,0.0599951851592
"skate",1666.74834352,313.865799347,0.0599682621421
"2shadez",1675.92584141,1011.46936297,0.0599991365325
"milk",1564.72661065,961.834321168,0.0600031165374
"Burd",1489.83362093,551.456176523,0.0599984966232
"Lukewarm",1576.94562052,447.565593286,0.0600078142941
"flask",862.435368551,1100.82641173,0.059992846349
"tusk",1152.52695878,831.105797733,0.0599983431824
"irongracen",1575.56506877,864.41169264,0.0599968807404
"Dax",1209.65889099,470.16684436,0.0600003617496
"xxnoscopebowserextemexx",1588.94677761,945.982396581,0.0599977596537
"mathamir",1406.62486502,874.987107972,0.0600004685944
"Zinoto",1984.45916033,755.73573387,0.0599979763726
"Ryan Ford",2470.85481623,187.460031179,0.0600313664773
"Astynax",1061.98253209,563.24102284,0.0599995691885
"pururu",1511.91579491,559.624656939,0.0599982738027
"techboy",2118.34925575,218.253452964,0.059963990002
"lange15.2",1249.93032305,868.509454187,0.059999096362
"mulesyoyo",1553.53444848,869.515055766,0.0599986797688
"shydude",1593.90942158,1049.78627651,0.0600001825253
"severest15.1",1684.75667254,848.342807917,0.0599976102032
"dio",1575.63450547,930.458578979,0.0599961667998
"b6.1n0ne",1823.23704786,881.434465013,0.0599966504257
"cashmoney",1212.8953074,991.815338624,0.0600001544855
"a12.1identitycrisis",1595.16384267,881.507370345,0.0600004079074
"freeganondorfkarl'sjunior",1488.87727501,844.691962453,0.05999749553
"copcrusher",1791.95729628,888.97181549,0.0600056811424
"turkishdelight",1371.85013132,1011.4738771,0.0599950794078
"owlnips",1375.20985121,1049.50783923,0.0599980232135
"betlwedl",1606.22694654,846.371476036,0.059999488396
"shaolinfantastic",1291.59461502,1134.8223238,0.0599979612638
"TRIGGERS DOWN",1997.65491676,425.750737935,0.0600065917859
"Drama-Sama",1423.59299274,409.624056416,0.0599983523175
"sluggo",1720.73492397,1025.55176482,0.0599967308942
"grabmaster65",1451.39797572,1061.76875816,0.0599971547516
"unkn0wnKAMI",1179.34740542,453.851760586,0.0600014508806
"Rich",1819.77458969,240.166165931,0.0599770014578
"nororororo",1537.62606413,1014.35116741,0.0599978518204
"Artificial Flavour",1565.36168044,651.414888361,0.0599933072742
"AldenRJ",1493.99963427,547.21718893,0.0599984293586
"havoc",1306.68038293,1018.42929494,0.0599996074578
"idroppantiesnotwobbles",1329.99605068,976.039305563,0.0600001341521
"WildCard",1752.9015964,278.771401684,0.0599961219344
"buscemi",1325.84266456,1047.65690369,0.0599970509121
"aghi",1821.22836357,976.566102777,0.0599763657925
"sheeit",1308.67874363,920.144782332,0.0599969461644
"nutsack14.2",1283.53151958,867.834750157,0.0599983361711
"datrooph8.2",1553.42512785,853.019822348,0.0599979935499
"peelee",1861.77889812,993.934761347,0.0599623768201
"lange",2044.33267766,776.256532978,0.0599567497044
"yamtots",1467.93020506,511.286002452,0.0599990609704
"mr.whitekakarrot",1339.51424987,890.323079218,0.0599980363597
"woot",1385.91883471,704.996131426,0.0599938113261
"d.1ctl",1730.79648175,888.477008635,0.0599979941858
"boy",1219.01216421,866.406429601,0.0600022552592
"DueL",2167.89597912,428.158969855,0.0599872704919
"deepdimples",1637.27352844,996.135972734,0.0599942030126
"luigimastertaedirtboy",1762.47679605,839.554164685,0.0599983665803
"jorb",1734.95565788,805.38006097,0.0599908508252
"Lotus",941.006823481,281.043266519,0.0600033019391
"b14.2nexic",1409.57335127,893.628446903,0.0599972929985
"stitchfacenutsack",1590.86008175,845.006946099,0.0599977794318
"b10.1napkin",1407.4934558,902.226304336,0.0599989907373
"Webs",1945.2646901,253.132425305,0.0599969178103
"BLOC",1319.64632641,435.359547842,0.059998675038
"ActualGeez",1533.30830661,492.893634397,0.0599980780367
"ruypture",1355.9381741,855.640803801,0.0599995524649
"astroooo",1052.66802563,470.867370729,0.0600059677711
"love",1718.51895425,1036.3294333,0.0599965860603
"dannmannn",1192.10193153,988.760195547,0.0599977048247
"The Oak",1273.61916911,560.528566815,0.0599953187917
"threejaayz",1311.32905101,407.44214152,0.0599956581229
"pancakejake",1403.50661409,936.35680201,0.0599974187313
"modus",1171.3898844,1037.2939648,0.0599918726855
"Inka Dinka Doo",714.490037113,337.60391249,0.0599951776774
"tuesday",1439.50829993,1013.74530008,0.0599967235467
"Jono",1784.18932935,760.252212939,0.0599981526625
"popstar",1270.63170556,1109.47093402,0.0599985656182
"baby",1575.42799737,965.598655717,0.0599996788677
"Noodl-D",1332.39177906,548.031109079,0.0599983825153
"russell",2066.30752144,789.983280699,0.0599802444801
"prek",1317.04239338,941.306373958,0.059997559017
"bumpadump",1158.65951787,1090.50648278,0.060000486873
"nintendork",1791.95475007,919.906604906,0.0600015643898
"generalmills",1461.09732467,984.798176234,0.0599970429
"jam",1146.38610315,549.210246319,0.059997467789
"lustenvy",1397.15183302,888.181513186,0.0599971802693
"TIDDLES",1557.16079069,407.571900989,0.0599990558374
"advo",1574.145194,795.714253965,0.0599912846828
"uGuize",765.530457629,464.975602151,0.0599917496659
"Butch G",1960.50268528,755.312410577,0.0599965456597
"toadster12.1",1671.31127477,848.350050561,0.059996938175
"Darioshy",1507.04751313,549.875032246,0.059998840033
"bendchauncey",1468.36290258,857.61239977,0.059999258195
"shwangdi",1240.52573339,943.940988784,0.0600013959932
"bosko",1376.77012142,1071.96400362,0.0599945640923
"b12.2parzival",1344.37682677,896.991895609,0.0599996795913
"jabloinks",1290.97820891,848.323298898,0.0599962128373
"wrenches",2003.76057469,353.847886244,0.0599852463877
"Moonpuncher",1163.36676603,765.773979798,0.0599954599149
"criphoodjsmirk",1628.36905889,840.323052974,0.059997066852
"yapattack",1598.93730771,809.46736071,0.0600019863421
"MinorThreat",2029.07683806,435.333432651,0.0599825019238
"soul",2594.95406186,865.187454873,0.0600008322614
"decker",1282.41553074,931.160112237,0.0599998030254
"soup",1367.11203189,1022.76784135,0.0599938631304
"l7notkain",1347.66797933,889.467138225,0.0599979856022
"cam",2017.58455166,795.330583372,0.0599886859642
"pbmk:thefinallap",2385.3698605,1031.3395221,0.060009787899
"IDCrisis",2014.8481944,223.686078064,0.0599850455735
"heart",1549.09772466,1009.16909919,0.0599994634668
"a13.2goonsquad",1251.04649278,902.447148701,0.0599990952011
"CAM",1856.10845332,444.144061113,0.0599854251995
"lordy",1847.68016417,982.289380538,0.0599993089616
"monkeyzz",1000.82746033,266.312690856,0.059996324943
"4thwrldmrshl",1304.41315252,500.415753774,0.0599944476944
"nyx",1171.90277117,1110.19500917,0.0600011910539
"tilt",1915.91811803,895.26807566,0.059986003651
"deepfox",1747.3989924,871.030961977,0.0599968301989
"Kardinal",1343.89923488,353.502027079,0.0599982322303
"dope",2443.60434765,916.280510332,0.0600081339576
"rayn",1383.35807976,802.823687743,0.059999192031
"supermegawalrus",1836.70663777,798.321932633,0.0600042119379
"liamhasstrongfundamentals",1998.14248369,1021.14002286,0.0600087421345
"b5.2tron",1383.35807976,901.978769198,0.059999192031
"djinnpangwell",1361.81165313,875.800894602,0.0599972256345
"Mingee",2114.5388861,199.275059104,0.0600373382116
"mac",1593.02556845,1051.25603283,0.0599967347611
"parzival",1900.71656274,776.337369728,0.0599404869787
"Turnup_xD",1625.50517298,343.560551869,0.0600006313965
"mak",1831.11436418,793.258545385,0.0599907256199
"Modem",1771.75627288,550.533426827,0.0599991452889
"datnero",1595.5697221,908.796600087,0.0599824570088
"ultrabob",1321.41475907,402.703143386,0.0599897341194
"qbaby",1394.78100289,1034.40511329,0.0599806072784
"Westballz",2181.49377263,214.014898933,0.0600235972917
"shanondorf",1303.42107122,856.728845301,0.0599966761017
"d_lidz",1394.87134748,1026.93737072,0.0599897993791
"juicebox",1035.95631973,1061.30571681,0.059991084829
"q",1221.86567377,972.948612207,0.059994069002
"slogdor",1336.8630498,519.931434234,0.0599945361468
"Shix",1474.26273685,694.23593715,0.0599909248429
"Trix",1925.50262755,260.395683602,0.0599990806068
"Mascolino",969.191591846,617.282865337,0.0599940518856
"jabloniks",1295.08703665,801.087483813,0.0599991162291
"honeynutlt.don",1398.94677014,887.294826113,0.0599971980721
"darklouis",2468.02392714,767.314243031,0.0599932512258
"Cho",2071.8542038,416.223053104,0.0599899411627
"b16.2oven",1269.61086653,900.466961208,0.060001557517
"ciezi",1235.76639478,987.550386347,0.0599944130092
"Durmain",1029.3498163,554.885454798,0.0599963088629
"cornelius",1346.14314608,1066.67181136,0.0599919821595
"darklouie",2083.46644867,938.373638886,0.0600006714694
"softandwet",2183.84606894,963.55095724,0.0600057354282
"yams",1503.38397533,938.407712648,0.0600023907461
"juiceboy",1713.99585661,286.174291767,0.0599965317424
"jumjum",1484.51757437,1099.42899325,0.0599971584269
"Joro",1408.76671888,469.650754284,0.059996148479
"ledfree",1592.13659748,953.653962927,0.0599896860476
"genobee!",1582.32380811,1008.23388551,0.0600009523894
"Gobos",1259.36261197,518.736338189,0.0599989840828
"dingleberry",1264.96406451,843.559584393,0.0599985615624
"garzal",1480.45932221,808.965048114,0.059989920758
"Sho",1191.85935687,740.810669984,0.0599957470856
"Ruffian",1948.44255965,447.080646296,0.0599964612096
"reince",1522.76521253,939.283895458,0.0599996827526
"napkin15.2",1543.33629083,852.238559017,0.0599974003527
"liam_butler",2458.56515996,1004.99059324,0.0599947558078
"Milk",1276.2028488,748.686454138,0.0599958209893
"a_wildpikachu",1136.01179807,677.649847976,0.0599958461758
"Bigy",2153.35013288,383.391664922,0.0600063698986
"rebelscum",1202.97881293,1017.30859148,0.0599975996705
"sailordeerstayclosa",1347.86436898,877.695188853,0.0599973768668
"gr0g",1331.44672021,1007.61972767,0.0599987220397
"fancyindianmama",1473.82179917,880.882322438,0.0599964796135
"clickclack",1892.67368417,320.988285157,0.0599879543176
"ex",1586.17215182,792.054672323,0.0599988123201
"langeparzival",1615.72388722,840.424945647,0.059992073724
"BreachiN",1691.28176001,362.299063817,0.0599889992436
"Sam19",1319.49357126,465.934754332,0.0600139877854
"TheRoyalWe",1558.96614539,505.457251078,0.0599940603249
"magicscrumpythebronzekneecap",1421.78357023,853.01397996,0.0599970872441
"cobo",1237.06055655,955.998452755,0.0599977014362
"chickenchaser",1383.35807976,802.620683349,0.059999192031
"THuGz",2382.73863453,617.622078725,0.0599866654382
"lidds",1121.51659207,1050.51230404,0.0599946204774
"lmn",1317.59664571,1030.65484999,0.0599889216875
"Ryko",1975.04902247,372.947550385,0.0599962923499
"mazoku",1400.66662769,938.474088341,0.060000006453
"onlyyounglink",1636.71264117,994.187741355,0.0599992102526
"Walrus",1918.03870443,248.858757161,0.0599926302507
"b9.2100%",1284.15293382,903.646600217,0.059998655629
"Yogi Backair",2100.8669419,228.592306027,0.0599898198695
"s2jhappybirthday",1889.09542606,1022.68195143,0.0600019145124
"Shabby",1693.82146502,258.748698206,0.0600005428057
"K. Tut",1157.25181701,545.589513463,0.0600000151121
"100%",1878.78272123,757.154607971,0.0600020346227
"hamer",1362.06276754,816.623158021,0.0599984427227
"normalpunch",1314.6760016,1112.39093264,0.0599990259633
"Simian",1995.91982884,260.283382364,0.0599960190896
"Compton Falcon",1508.94880089,473.20996493,0.0599995623017
"zam",1195.76609843,1039.66503908,0.0599952826256
"b5.1mules",1588.72632204,874.423133549,0.0599978285161
"lvl9cputreetz",1509.97823678,844.36169543,0.0599967794873
"thugzctl",1768.93853351,840.764797537,0.0599989631628
"Moyer1666",1452.73351361,285.529558499,0.0599995207701
"doghug",1382.42059532,924.640395448,0.0599985503988
"xp",2107.37561807,832.775151715,0.0600032392075
"wiidude83",1187.7028614,811.45430037,0.0599946087628
"crip",2210.24647804,891.528863866,0.0599813642224
"Peon",763.027347926,417.236894469,0.0599861804167
"PennySalem",1980.45857451,463.955107678,0.0599936450879
"qts",1288.17272661,1073.59321588,0.0600011975774
"stuffer",1197.55431093,1075.86675583,0.0599983170982
"NotKain",848.110078664,421.924871978,0.0600012265457
"advourboygraham",1639.5046374,840.641343581,0.0599971780618
"IminYourBackPak",1217.0725519,703.71697977,0.0599946343409
"plastic",1452.40419458,898.65977002,0.0599993134998
"leffensego",1339.51944007,839.823344007,0.0599979816662
"Banana Fiend",1183.49321375,596.828109919,0.0599887727069
"bobo",822.979323882,1078.40721686,0.0599915308277
"Sharkington",1647.37207748,739.377714634,0.0599978037379
"jyun",1213.90264659,1086.76316706,0.0599998592105
"PDK",1180.06758117,733.673161389,0.059995562832
"thirdeye",1955.41157111,812.738811827,0.0600002444432
"peco",1227.53514874,1106.57485959,0.0600012304341
"captainkush",1509.60588558,1010.19007559,0.0599987141886
"Bravoguy",1247.88740902,521.142708871,0.0599990857313
"Fives",1297.87832184,694.324385818,0.0599935155578
"apples",1630.19947386,1007.49577926,0.0599875558984
"Corkus",1316.12309989,559.184582189,0.0599985494212
"duckkjh",2168.08941494,856.320085802,0.0599939393495
"thugzkalamazhu",1342.40175078,889.049451392,0.0599991634549
"pandasu",1355.9266131,925.542166439,0.059998896742
"Cappy",1095.04376288,621.09148762,0.0599939463185
"S2j",1770.81697594,568.255865861,0.0599943007453
"mountaindew2king",1896.64973014,808.271411093,0.0599932508768
"ant",1681.75327607,807.427528469,0.0599949675446
"b4.1kjh",2003.39671766,875.250140173,0.0599958693912
"antrabidfingers",1506.29077867,870.55701978,0.059997613692
"b13.2rasto",1639.66511305,869.735885257,0.0599977635385
"b1.1westballz",2129.99945877,880.897895599,0.0599974004632
"kevin",1242.26087618,1054.20466214,0.059998646091
"a1.1juggleguy",1738.37299056,884.06776001,0.0599981989163
"nutsacki4n",1542.35764285,867.692169623,0.0599981777314
"FendrickLamar",2225.73020109,674.669243323,0.0599929948258
"Caucasian Asian",1315.99755947,396.534307337,0.0599980629221
"RoyTheRoyalBoy",1792.62927245,434.30207665,0.0599921685802
"late!",1535.90320627,974.328057538,0.0599952553364
"rokimomi",2018.87870821,794.220712175,0.0599997889899
"Woley",1453.05693408,215.153194825,0.0599931866789
"Psythr",1527.08571121,245.920552215,0.0599908310185
"honeydew",1514.09379825,1127.35097969,0.0600049865548
"RoyGBiv",1414.76637791,455.845759756,0.0600005411891
"Moonunit",1341.93778637,740.533211539,0.0599977009334
"shebzpsychowaffles",1249.25845317,860.876256076,0.0599990972964
"gyro",1397.28673431,752.755088305,0.0599979426454
"b16.1punt",1269.850783,892.045974298,0.0599991264121
"napkin",2103.01931574,763.384764731,0.0599881887153
"Vader",1221.18175176,569.587035842,0.0599938832714
"roytheroyalboy",1917.64874638,970.239721822,0.0599921220007
"K.O. Kenn",1338.13630794,411.328772256,0.0599981193399
"Lando",1265.55970171,513.515875976,0.0599989366143
"zeps",1197.64711921,829.967594949,0.0600028996654
"shou",1337.58255893,912.967864116,0.0599982781056
"Haipa",1580.01392459,535.133268696,0.0600000951025
"Incredible",1291.31929764,553.324553768,0.0599984034087
"Dreamfunk",1304.79682525,652.087724514,0.0599958460246
"a2.1kjh",1763.11113864,873.487674682,0.060000788533
"woosh",1473.0413648,938.940404873,0.0600037103641
"Varisia",789.995941515,615.472412045,0.0600068198671
"pokechampred",1357.77077335,1012.48227538,0.0599985136329
"Dalius",983.150276575,427.363253038,0.0599988860106
"Deep C. Squid",1394.59558185,438.990952862,0.0599960881793
"hack",1482.26716387,1093.66174802,0.0599973145142
"The SwordBotanist",1504.81239285,268.464270373,0.0599980939972
"Tess",1942.10598752,492.068655844,0.0599990758287
"karilsness",1358.81602256,877.794428956,0.0599972847802
"Village Mascot",1827.77806042,546.350358072,0.0599944891019
"Ryejew",2336.298405,410.025863506,0.0599947114891
"a11.2identitycrisis",1687.35695707,887.659624915,0.0599967678179
"neato",1279.77986954,789.760275185,0.0599949540555
"Carnage",1755.65463859,270.598204381,0.0599755110422
"doanutspumpkinbutter",1285.11350514,878.371104044,0.0599989235043
"duel",1441.71749765,901.555236915,0.0599998059912
"bloodyjoker",1719.98327234,830.067042718,0.0600044468874
"Dinkus",1658.07447299,491.8244063,0.0599981936896
"beach2.1",1611.33872778,853.244773755,0.0599980047286
"clockwork(<)",1512.2000681,1009.18012752,0.0599985617616
"Amir",1811.04390202,405.557582539,0.05998567595
"keff",1389.15596427,1070.7229447,0.059991896915
"Tiggah",1352.67619783,500.450342289,0.0600010460633
"MtnDewgong",1632.70981223,490.263613711,0.0599978913009
"strongarm",1351.72638942,946.896486783,0.0599980075829
"ameertarasu",1333.15290351,991.881150824,0.0599980261016
"espi",1271.13544003,946.848551883,0.0600028872709
"artichokegorx",1284.56048885,859.925964809,0.0599983338348
"scorpiator",1256.02581932,1043.12275436,0.0599968817748
"Farmer Mel",1168.02163254,753.245275377,0.0599953987693
"peonn",1545.17479707,426.137618202,0.0599987793177
"karl'sjunior5.2",1283.65196141,867.63576323,0.0599983359087
"bye8",791.758040835,815.218096546,0.0599931483173
"bye9",931.790961904,810.161250929,0.0599972789726
"bye4",949.513915901,803.739332851,0.0599931919725
"bye5",984.161750326,807.558930696,0.0599951217493
"bye6",731.265061678,814.552296356,0.0599933797278
"bye7",816.818226875,823.612692693,0.0599939717691
"bye1",740.033079015,832.332598007,0.0599951705828
"bye2",794.63939567,827.574663635,0.059992879161
"bye3",874.105379255,827.462372473,0.059993248606
"Bobo",1040.08168244,604.41733676,0.0599965500379
"puffnstuff",1781.07737245,845.43269693,0.0599981542954
"Okonkwo",1403.3285412,764.044049213,0.0599958541392
"Jonah",1215.8292151,441.415304438,0.0599959315251
"3",1386.80451811,353.987059167,0.0599985550687
"Squishy Boy",1106.55899839,268.902024889,0.0599964632226
"mascolinoa_wild_pikachu",1281.01861634,858.773937521,0.0599982328165
"domi",1275.71743549,1139.17077977,0.0599988749558
"jt",1101.34956604,990.733016768,0.0599986592954
"jp",1277.99418234,499.664325746,0.059999425166
"mikeybaboxp",1326.73722715,1004.80463445,0.0599977259772
"mikefugazi",1446.67123342,727.755028611,0.0599938886489
"jm",1079.81007723,1046.29312301,0.0599941600153
"orangetoaster",1811.89269577,854.30600647,0.0600039489372
"badhorsedesign",1351.43863381,877.975109541,0.0599974116517
"tron14.2.",1283.8935156,867.1749176,0.0599983353871
"3chairz",1326.62188166,742.415389451,0.0599966175068
"kjh",2846.36763818,763.492521418,0.0599636840106
"monk",1714.55763063,887.268652499,0.0599786995523
"kjv",1172.34400621,1055.56451943,0.0600038172548
"Cornelius",1592.6925788,427.984948885,0.0600030049962
"a8.1hellsing",1615.6994763,874.436703772,0.0599984438771
"DoctorJ",1495.73065377,712.53269723,0.0599965114434
"StewBird",1593.75770904,510.905043384,0.0600067676994
"theytah",1249.65513834,839.636189052,0.0600019288412
"a2.2mikeyb",1421.64633816,893.75315321,0.0599978890129
"orangejuice",1277.75294184,862.710562243,0.0600011197599
"tadconrado",1217.76066928,925.878795117,0.0599995577721
"Smopzoms",1425.7021389,645.546866874,0.0600033875777
"Turbo",1579.3360287,752.012183553,0.0599963727506
"b13.2datrooph",1515.46580291,902.252669308,0.0599990949878
"skey",1874.11278985,969.328187253,0.060005390356
"Mufasa",1367.68589006,314.475988142,0.0599914785063
"stretch",1635.36848145,796.411317381,0.0599993830244
"WillDaBeast",1337.75073737,339.091345963,0.0599983634052
"rastopuffn'stuff",1800.4662924,872.980603473,0.0599970580255
"mars",1690.98895937,787.580338,0.0599374589601
"magicscrumpy",1695.56188608,903.892424621,0.0599999851713
"rokijono",1902.19035287,855.516648048,0.059996096755
"bye18",822.689788019,835.725397913,0.0599969919978
"andrew",1383.35807976,802.891344468,0.059999192031
"wadeguy",1254.63640132,1029.52658995,0.0600016636189
"b6.2photonic",1403.81571512,879.647200538,0.0599973784188
"wake",1467.83033783,971.31552597,0.0599991903286
"Mike Song",1708.21445864,749.835010504,0.0599974074992
"kjh2.1",2074.07428584,839.210752091,0.0599955666914
"hummuslover69",1532.67506729,1046.53443407,0.0599891770709
"rh1thmzcho",1693.93054355,874.150297708,0.0599959549534
"Saiko",1397.63666607,559.666468848,0.0599988919311
"Fija",1678.02731767,560.622885832,0.0599944891427
"mdexskigh",1472.76188147,860.157355753,0.0600011942638
"Deep Fox",1848.74201924,426.309498169,0.0599961267302
"mixtape",1279.07933626,808.868911885,0.059998145524
"denjak",1397.81163957,887.309367823,0.0599972034939
"J-Matt",1481.39238718,242.518123519,0.0599988966272
"paz",1594.78502196,1129.12045363,0.0600024828625
"b3.1kalamazhu",1929.65508365,877.64824446,0.0599988763274
"badcompanyjigglemataters",1367.26214414,875.137456638,0.0599971865771
"Vro",2514.3892594,189.160913736,0.0599991198084
"urboygraham",1525.14474273,799.442484816,0.0599980283323
"a6.1tran",1501.96720884,888.091414569,0.0599976628744
"Finesse",1265.00000596,238.338189343,0.0600052616897
"d.2sheep",1383.35807976,912.516238821,0.059999192031
"Shady",1591.42186122,322.560653412,0.0600037556048
"someon",1574.5311661,1003.26544851,0.0599982267127
"skvarek",1295.19946083,1116.87061918,0.0599959162626
"Soup",1330.47866764,503.983749007,0.05999836456
"Nesbitt",1488.00941575,502.66396783,0.0599988024593
"Wild Turkey",2033.45652393,302.262753373,0.0600011054342
"rasto11.2",1439.37918752,858.724088062,0.0599981016743
"alcoholman",1288.58111924,1088.56013487,0.0599982810078
"Mishao",1319.63595394,571.268876516,0.059998171976
"identitycrisisnapkin",1865.06931823,839.538360141,0.0599976945485
"taxi",1469.94177521,800.714766453,0.0599989042878
"Burlap",2208.05151237,290.810779618,0.0599957334939
"Moggle",888.287851888,252.130788584,0.0599979189105
"memedreamsupreme",1728.89737352,1003.47775365,0.0599998334029
"lw13",1180.33298238,1037.24315385,0.0599945434954
"ready4battle",1469.02489136,931.425344887,0.0599995141107
"ueramos",1118.00418888,932.496098918,0.0599970408396
"mongoose",1483.62515235,378.820710112,0.0600118953377
"a8.1paper",1755.43994891,881.340869526,0.0599977526071
"rose",1714.31072802,1119.41887477,0.0599947404197
"luigimastertae",1658.72924129,515.544788286,0.06000118491
"cobab",1722.06629012,1041.30482056,0.0599904205029
"puffnstuff4.2",1250.43661215,868.004466129,0.0599990958369
"Ninja",1349.31344041,425.374345383,0.0599986344782
"Coin",1240.55498854,231.703992611,0.0599878205842
"Hawt Dog Water",1143.20272103,716.481715505,0.0599921826302
"meowvalent",1218.50362679,790.020355424,0.0599902226631
"jake",1217.97133942,989.573530772,0.0599981004984
"Sad!",1710.90754974,250.550866125,0.0599975321046
"rasto",2106.56818219,765.651408439,0.0599826694355
"Monk",1540.97757238,571.04742547,0.0599980947951
"penta",1278.54477844,1017.56565725,0.0600013751939
"shanahan",1529.6092276,931.301823043,0.0599948904335
"identitycrisis13.1",1381.6670703,859.44767293,0.0599981549025
"world",1346.98112833,1002.17273828,0.0599984976817
"Riyu",1202.9469245,721.446572713,0.0599968278868
"ShadowBoxxer",1674.43778638,728.474823834,0.0599966543224
"rosilius",1026.7911638,1030.45776569,0.0599943099245
"Shark",1480.5229261,295.674524685,0.0600015732224
"clam",1224.35801345,1081.31718828,0.0599995112368
"Shou",1927.76901063,750.781133374,0.0599978630291
"jobahfett",1695.74648081,790.293987425,0.0600002691
"KirbyKaze",2226.02596588,203.540295972,0.0600097679217
"Hack",1567.81008767,395.580512722,0.0599944758033
"yoyoheartstrings",1865.69597189,833.206599193,0.0599953681241
"theoakju4n",1863.70380551,870.887364868,0.0599974975121
"flynwalrus",1926.5938666,772.801783007,0.0599950419563
"Skey",807.550629803,514.356768187,0.0599936213065
"Bubby",1188.32641471,539.024270624,0.0600083720048
"a15.2zinoto",1619.06642459,870.612897099,0.0599965567824
"walleye",1223.28609113,1085.14830768,0.060000227753
"myong",1780.386006,1056.10860279,0.0599929509106
"hurst",1359.9785818,937.701247172,0.0599977599996
"mb-smash10.1",1725.42600046,848.276544695,0.0599983151992
"Mars",1880.17620403,253.957030357,0.0599831392527
"dirtboy8.1",1437.78045562,859.65453164,0.0599995560636
"fukn6thonuofmprm8",1277.95566691,1064.82838584,0.0599988972557
"Zephyr",879.844375967,340.836965266,0.0599967988296
"redhatpat",1522.60150036,941.542292928,0.0599977887099
"a16.1severest",1425.50810606,881.075788844,0.0600002918893
"m8i4n",2101.54246333,889.407059366,0.0599977107601
"Koleslawing",1697.51745307,297.090487155,0.059982841624
"MB-Smash",1756.24129951,231.701749814,0.0600263929224
"therigakid",1358.12322469,849.603793304,0.0599980812525
"exjordanary",1488.03271239,811.923736965,0.0599987702443
"casey_jones",2175.73221876,1030.24436076,0.0600059519255
"noodleincident",1283.83304293,844.42685656,0.0599983355171
"Dre",1794.87540854,260.135672077,0.0599982732911
"gammra",1299.93042616,1117.43039732,0.0599980073988
"oj",1336.23946063,991.960468861,0.059997892481
"ace",1752.26625783,907.395370949,0.0599921558692
"shark12.2",1411.76079766,859.26787859,0.059997274729
"Paper",2378.16944253,409.791338922,0.0599942915495
"ShinsuYavi",1347.93899485,395.292786138,0.0599725287981
"SammyG",1358.92081202,310.801584808,0.0599968497682
"a2.2ant",1284.8074303,888.285482698,0.0599983334703
"JustMatt",1509.92235806,667.578096737,0.0599979342074
"Psychology is a Thing",1578.59038831,770.222169047,0.0599985050681
"ladies",1036.80176959,1043.01795599,0.0599917008933
"DoctaDredd",1350.45703616,575.535696679,0.0599939037553
"b16.14serial",1583.37245712,888.902306677,0.0599976692999
"artun",1098.2001832,912.932613573,0.0599950304169
"jasper",1358.39589546,1039.58990183,0.0599987468402
"wonderrbread",1570.40610406,615.24593219,0.0599967160953
"lando",1421.6767861,965.084327235,0.0599971477631
"hazardz",1479.45871595,1006.35898086,0.0599969556143
"raphius",1670.44536323,783.188723209,0.0599981118634
"b11.2bandit",1238.75475065,902.348392925,0.0599994298539
"Ness",493.455250428,527.9184149,0.0599939853168
"Trulliam",2126.72617905,207.555599218,0.0600042136074
"ODB",973.15895802,536.11719937,0.0599982974264
"sashafendricklamar",1664.14242117,839.134971655,0.059996355607
"richhomiec",1297.05491779,997.787408424,0.0599982671401
"rh1thmz",2300.33847367,781.590602413,0.0600057364923
"jud",1585.00520692,996.520041224,0.0599996538183
"japheelmandatorysquare",1352.30893376,876.69564535,0.0599972839191
"marthur",1231.53579013,1068.3617526,0.0599986228189
"4serialhello",1907.93190117,870.982351403,0.0599969045876
"breachin",1717.0426777,1011.85951454,0.0599928941616
"Dr.PNC",1472.87359424,290.082088079,0.0599979441528
"tm1der",2018.58759034,834.894820375,0.059996827985
"beeboy",1523.30237557,986.808107575,0.05999865203
"Final Boss",1805.92465247,411.511889181,0.059999088719
"Kehbob",1370.74681508,437.850727981,0.0599986193463
"djinn",1662.46363811,802.109276821,0.0599914239779
"g.i.jon:themovie",1972.44085019,871.603312488,0.0600042049879
"redxiii",1635.22864414,911.996667334,0.0599897571281
"ruffian",1793.11644909,940.222337586,0.0599990142346
"joebigs",1701.52977997,1077.33627307,0.0599954721078
"ak",1322.27203449,989.857318785,0.0599977819826
